x,y
3382.72216796875,1940.64599609375
3769.891845703125,1974.9172973632812
2279.920654296875,1929.8826904296875
1750.29833984375,1879.215087890625
1660.52783203125,1843.8515014648438
1296.0653686523438,1810.4859008789062
3752.55029296875,1759.9365844726562
2395.44873046875,1860.9379272460938
987.1362915039062,1833.0963745117188
1061.431640625,1759.3710327148438
3333.806640625,1809.2788696289062
2200.1737060546875,1878.1788330078125
806.882568359375,1619.6735229492188
1150.6731567382812,1615.4747924804688
1333.4314575195312,1942.64453125
3663.7646484375,1829.024169921875
1513.8910522460938,1526.5332641601562
1318.9467163085938,1760.3903198242188
1391.8397827148438,1758.7064819335938
528.0496215820312,1769.5604858398438
3691.3167724609375,1766.6578979492188
2465.142822265625,1840.4207763671875
1912.360595703125,1777.6787109375
1549.7291259765625,1739.5279541015625
1958.777099609375,1738.3654174804688
1443.9449462890625,1621.7239990234375
581.964599609375,1769.69189453125
3226.2218017578125,1769.0735473632812
3030.41650390625,1794.439208984375
2389.6944580078125,1514.3458862304688
3185.36474609375,1767.7280883789062
2027.4749755859375,1813.5916137695312
3284.3045654296875,1794.2566528320312
935.2656555175781,1788.7842407226562
1210.5879516601562,1942.9886474609375
2883.34326171875,1613.2197265625
651.1222534179688,1807.4776000976562
1736.7960205078125,1714.4148559570312
896.9256591796875,1733.2412719726562
964.8651123046875,1621.939697265625
964.8237609863281,2034.27783203125
1641.2098388671875,1743.6144409179688
2216.905029296875,1635.2169189453125
3392.009765625,1795.87060546875
2779.0501708984375,1611.1248168945312
2542.646484375,1830.1975708007812
3072.8931884765625,1789.67822265625
2289.6263427734375,1833.9210815429688
2114.4901123046875,1600.8037719726562
2650.9114990234375,1595.2904052734375
1164.7451782226562,2035.7981567382812
1449.4526977539062,1857.8413696289062
2837.47216796875,1787.0144653320312
1234.283203125,1615.2613525390625
1172.711669921875,1817.9234008789062
3509.834716796875,1743.4359130859375
2937.1031494140625,1609.510009765625
3126.498291015625,1761.7493286132812
2964.4818115234375,1793.5396728515625
3385.666015625,1737.533447265625
2825.8717041015625,1615.9219970703125
1067.2069702148438,1804.8660278320312
1462.3076171875,1752.7324829101562
1121.5022583007812,1799.640869140625
3499.3389892578125,1811.8634033203125
3019.49951171875,1640.7137451171875
1237.8331909179688,1799.4390869140625
2315.932861328125,1517.5621948242188
1368.684326171875,1630.9917602539062
2913.85107421875,1799.4814453125
2035.7632446289062,1609.8883056640625
2166.302978515625,1699.9266357421875
2967.1422119140625,1630.6470947265625
2238.2515869140625,1737.4287109375
1768.67431640625,1804.5523071289062
2338.0035400390625,1615.6166381835938
1824.7669677734375,1821.429443359375
1274.0237426757812,1612.9636840820312
1433.6800537109375,1823.9048461914062
1509.7521362304688,1849.089111328125
735.8023376464844,1780.837890625
1680.5712280273438,1458.519775390625
2749.4012451171875,1816.294189453125
2483.287109375,1630.5017700195312
2178.3857421875,1617.6348266601562
3061.57666015625,1653.4292602539062
2277.1629638671875,1511.0989990234375
821.1138000488281,1809.28955078125
2672.4796142578125,1799.4234619140625
1969.9603881835938,1590.2598266601562
1289.34423828125,1632.1989135742188
1626.4371948242188,1466.8974609375
2610.815185546875,1613.003173828125
1707.1783447265625,1787.8724975585938
1563.0159912109375,1622.8152465820312
3576.7193603515625,1774.0755615234375
1819.2119750976562,1769.468505859375
2126.4676513671875,1456.3162231445312
1484.4329223632812,1861.8424072265625
2544.8236083984375,1742.6607666015625
2611.413818359375,1813.57177734375
669.8408203125,1742.2592163085938
2182.7923583984375,1810.795654296875
1976.2440185546875,1452.1997680664062
2398.001953125,1745.3583374023438
1112.5296630859375,2010.8150634765625
3021.1990966796875,1752.4442749023438
2422.42724609375,1610.0401000976562
2892.09814453125,1755.2908325195312
1553.4027099609375,1489.158447265625
1723.8653564453125,1461.5823364257812
1818.1810913085938,1647.8643798828125
2270.85595703125,1614.5874633789062
1815.2822875976562,1602.2890625
819.3493041992188,1741.41162109375
2357.61376953125,1812.368408203125
3606.3660888671875,1767.55908203125
2280.3896484375,1632.3501586914062
712.5996704101562,1755.8937377929688
1617.6424560546875,1512.0692138671875
2767.5872802734375,1770.3939819335938
3076.3936767578125,1756.6057739257812
2491.0650634765625,1746.5617065429688
2026.758056640625,1456.660400390625
2711.8145751953125,1767.418701171875
2567.8675537109375,1816.1959228515625
3467.421875,1743.2380981445312
2032.7486572265625,1789.1533203125
2390.5107421875,1610.6578979492188
1915.6477661132812,1662.6594848632812
1576.1370849609375,1506.9934692382812
2529.9847412109375,1613.0219116210938
1621.4119262695312,1628.2282104492188
2367.7900390625,1728.868896484375
620.2608032226562,1777.3914794921875
1670.5313110351562,1616.3367919921875
2016.3104248046875,1682.3818359375
1775.4747924804688,1643.8082275390625
2427.007568359375,1772.8468017578125
2342.0941162109375,1730.4613647460938
