x,y
1336.0501708984375,2295.1632080078125
1167.557373046875,2276.740966796875
2784.4688720703125,2345.969970703125
1414.6891479492188,2292.7232666015625
1205.123779296875,1693.3886108398438
1219.5687255859375,1968.899169921875
1463.3257446289062,1868.5154418945312
2542.912109375,2328.8291015625
1037.2025756835938,2298.7255859375
3205.804931640625,1789.3753662109375
2904.936279296875,1735.4978637695312
2641.121337890625,2289.3431396484375
3055.739501953125,2304.5086669921875
1376.2467041015625,1932.5306396484375
2160.3970947265625,2316.5264892578125
1591.3504638671875,2307.299072265625
1474.336181640625,2244.563720703125
1153.8447875976562,1810.0529174804688
1310.4857177734375,1902.21044921875
2002.1900634765625,1575.7566528320312
1434.4085083007812,1755.6663818359375
1356.6675415039062,2003.6976928710938
3017.226806640625,1925.3643798828125
1535.4641723632812,2264.39892578125
1143.1507568359375,1970.0889892578125
1757.1713256835938,1891.8526000976562
1193.5474853515625,1553.5281982421875
1834.86865234375,1874.6639404296875
2158.4736328125,2210.3719482421875
1560.6797485351562,1879.8256225585938
3212.75341796875,1937.8862915039062
3370.763427734375,1896.2755737304688
2805.403564453125,1954.4498901367188
1764.8638305664062,2292.4752197265625
1300.438720703125,2684.1851806640625
1662.1799926757812,2258.5289306640625
1336.6859741210938,1249.3865966796875
1383.0660400390625,1405.69091796875
2771.121826171875,1292.6130981445312
2616.1492919921875,1501.6256713867188
1621.04150390625,1842.9447631835938
1531.7296142578125,2023.8285522460938
2430.405517578125,1948.93994140625
3121.544921875,1771.53515625
3340.394287109375,1820.6270751953125
2474.001220703125,1440.7474365234375
2398.68798828125,2116.224609375
1733.6077270507812,1597.1340942382812
2781.4022216796875,1364.2345581054688
1691.3273315429688,1801.511962890625
1991.7389526367188,2257.791259765625
2695.6962890625,2381.098388671875
1914.6287841796875,1707.789794921875
1537.8101806640625,1472.2291870117188
2182.3922119140625,1822.2338256835938
2410.9908447265625,1182.94091796875
2696.0064697265625,1334.1719360351562
2332.0277099609375,1796.6686401367188
2169.315673828125,2767.33544921875
1619.6802368164062,1974.430908203125
2050.8890991210938,1057.3579406738281
1896.0115966796875,1082.9786376953125
1460.345947265625,2015.7106323242188
1902.9266967773438,1914.7160034179688
2541.3277587890625,1318.7950439453125
3275.5902099609375,1903.9442749023438
2060.6041870117188,1804.4363403320312
2301.9285888671875,1905.810791015625
2567.6529541015625,2196.8651123046875
1659.03515625,1905.787109375
1962.4716186523438,1953.509521484375
2089.0220947265625,1515.1207275390625
2491.0546875,2199.078857421875
2462.53515625,2318.439697265625
2255.09228515625,1543.9332275390625
1865.968994140625,1650.472412109375
1450.379150390625,1529.8359375
1965.8697509765625,1516.5101318359375
2259.26708984375,2211.7169189453125
1756.1004638671875,1531.3333740234375
1760.057861328125,1680.5475463867188
2987.4976806640625,1866.8627319335938
2900.69140625,1958.5636596679688
2060.0689697265625,1961.0523681640625
2361.5426025390625,2749.5770263671875
1766.2500610351562,1159.9710693359375
2108.0799560546875,1955.8223876953125
2599.091796875,1316.0304565429688
2402.1883544921875,2223.9239501953125
2839.1075439453125,1757.8428955078125
1778.9381713867188,2213.482177734375
3024.70947265625,1788.7258911132812
2737.80810546875,1979.2732543945312
1534.6187133789062,1573.4970703125
1586.0850219726562,1159.4613037109375
2176.8160400390625,1926.5856323242188
1681.022705078125,1164.9581298828125
2376.61572265625,1431.8237915039062
2600.789306640625,2044.1912841796875
2235.590087890625,1913.5715942382812
2152.7550048828125,2057.573974609375
1450.4542846679688,1316.6027221679688
1579.1748046875,1365.2842407226562
2683.6300048828125,1801.6975708007812
2360.706298828125,2270.28955078125
2095.8863525390625,1859.4410400390625
2481.0728759765625,1790.1466674804688
1682.6437377929688,2636.39794921875
1841.4432983398438,2601.711669921875
1859.2957153320312,2282.8436279296875
1838.0779418945312,1553.621826171875
2371.176025390625,1891.1432495117188
1473.135498046875,1467.8238525390625
3090.6943359375,1840.041748046875
1705.33740234375,1963.5479736328125
1957.0299682617188,1165.1148681640625
2664.6614990234375,1290.246826171875
1499.7431640625,1639.4060668945312
1654.7147827148438,1476.1278686523438
1719.044921875,1306.2180786132812
2556.677734375,1788.3980102539062
2040.9332885742188,1191.3800659179688
2485.977783203125,1856.300048828125
1995.4459228515625,1867.38720703125
2613.4078369140625,1819.1551513671875
2296.5372314453125,2174.9649658203125
2466.213134765625,1276.4522705078125
2298.432373046875,2000.9920654296875
1575.229736328125,1261.9901733398438
1647.0598754882812,1218.9552612304688
1960.8587646484375,1239.861328125
2317.460693359375,2307.4818115234375
2939.4832763671875,1835.8057250976562
1815.1180419921875,1684.7738647460938
2331.3406982421875,1227.6917724609375
1836.1588134765625,1457.119873046875
1631.2214965820312,1582.05126953125
1816.3563232421875,1364.1454467773438
2578.588134765625,1905.9888916015625
2245.623046875,1342.1464233398438
2264.8193359375,1202.3231811523438
2685.3831787109375,1895.3427124023438
1605.3596801757812,2031.0076293945312
1922.0899658203125,1838.4000854492188
1864.9708251953125,1156.3545532226562
1918.5745849609375,1432.5408325195312
2035.5392456054688,1913.8527221679688
1653.3372802734375,1285.2940673828125
2463.7030029296875,1388.781005859375
2220.7015380859375,1262.699462890625
1511.9869995117188,1202.48291015625
1494.584716796875,1682.9458618164062
2422.1881103515625,1810.0975952148438
1981.4712524414062,1408.1055908203125
1637.818359375,1514.0001220703125
2781.9405517578125,1809.6868896484375
2126.060302734375,1434.4889526367188
3157.50048828125,1866.1133422851562
2184.6163330078125,1200.0718383789062
2272.9716796875,1432.251953125
1944.4248657226562,2295.4239501953125
2224.1199951171875,1503.96533203125
2410.8753662109375,1287.4722900390625
2286.2939453125,1312.5317993164062
2009.774658203125,1765.4326171875
1717.3671875,1435.1549682617188
1924.4988403320312,1344.9292602539062
2537.7222900390625,1934.4826049804688
1762.3323974609375,1276.3086547851562
2066.811279296875,1466.6096801757812
