x_center,y_center
2010.4943237304688,1891.6023559570312
1245.1376953125,1635.5701904296875
1441.2381591796875,1597.1104125976562
1110.29736328125,1177.3153686523438
2002.35791015625,1437.612548828125
3563.3248291015625,1657.84228515625
1216.2579345703125,1184.8226318359375
2090.4810791015625,1265.814453125
1330.093994140625,1587.0226440429688
1563.7997436523438,1410.8383178710938
2094.2901611328125,1658.513671875
1336.6013793945312,1233.0570678710938
3932.53369140625,1504.7728271484375
1895.8143310546875,1489.3021850585938
3114.4808349609375,1704.25439453125
2627.607421875,2026.0526733398438
1827.1785888671875,1438.6724853515625
2228.5498046875,2014.9124755859375
2264.6177978515625,1657.70263671875
2659.6524658203125,1907.2901611328125
3212.6407470703125,1697.1718139648438
2565.0655517578125,1234.7744750976562
1623.43505859375,1486.8280639648438
2821.583984375,1437.9080200195312
3564.682861328125,1527.9147338867188
1005.3593139648438,1140.9031372070312
2627.9091796875,1285.1742553710938
2172.8480224609375,1701.9130859375
2952.7095947265625,1577.6286010742188
1923.0379638671875,1684.181640625
1832.8598022460938,1275.7855834960938
1941.1659545898438,1466.292724609375
2380.060791015625,2167.4066162109375
3629.5614013671875,1542.5148315429688
2591.04736328125,1630.402587890625
1351.8836669921875,1056.7021484375
1712.427001953125,1483.0311279296875
2675.048828125,1972.0736083984375
1549.3976440429688,1458.9534301757812
2186.6572265625,1657.9445190429688
1783.1141357421875,1431.21044921875
3775.4979248046875,1560.1622314453125
2494.8355712890625,1315.7741088867188
2794.38427734375,1574.9685668945312
2415.9891357421875,1586.7040405273438
3883.645263671875,1567.9473266601562
3313.9913330078125,1510.2546997070312
1781.7258911132812,1700.1328125
1418.4146118164062,1472.81982421875
2560.471435546875,1752.2512817382812
1714.5132446289062,1680.50634765625
2065.3095703125,1460.6480102539062
3405.84423828125,1491.7988891601562
2663.2547607421875,1582.6466674804688
2312.2021484375,2071.9517211914062
1492.6801147460938,1415.90869140625
1675.5178833007812,1482.9257202148438
2337.8548583984375,1694.4703979492188
2481.0045166015625,1961.5490112304688
3605.1629638671875,1503.4515380859375
2536.650390625,1942.322998046875
3688.265380859375,1531.8577270507812
3187.9609375,1646.0496826171875
3734.719970703125,1538.8433837890625
3836.0478515625,1289.2875366210938
3212.1322021484375,1515.1359252929688
2008.3460083007812,1484.1604614257812
1735.9659423828125,1651.7935180664062
2482.1585693359375,1589.2804565429688
3369.8204345703125,1513.9995727539062
3013.1680908203125,1508.7769775390625
2772.9754638671875,1713.2890625
2525.096923828125,1841.82568359375
3142.4759521484375,1664.7702026367188
1586.8872680664062,1613.259765625
2543.401611328125,1838.6370239257812
2833.98486328125,1660.6008911132812
2928.5323486328125,1500.5003051757812
2700.809814453125,2087.0738525390625
3822.61279296875,1510.6375732421875
2878.1123046875,1500.0970458984375
1880.2772827148438,1683.1966552734375
2734.1336669921875,1552.2182006835938
2379.4017333984375,2001.6141967773438
3266.553466796875,1517.5112915039062
2902.1597900390625,1615.95068359375
1632.9122924804688,1654.107666015625
2525.6380615234375,1710.6998901367188
2820.845703125,1512.2095336914062
3070.25439453125,1493.3886108398438
2218.8326416015625,1457.983642578125
2667.9354248046875,2065.537109375
2490.569580078125,1718.435546875
1538.8549194335938,1681.0189208984375
1474.38232421875,1636.3865356445312
1832.2737426757812,1696.4071655273438
2609.016845703125,1733.0839233398438
2366.139892578125,2109.6275634765625
3122.4676513671875,1505.7647094726562
2333.8616943359375,1444.8592529296875
2530.6983642578125,2138.193359375
2567.0087890625,2035.9542846679688
2281.0546875,1466.885986328125
2628.903564453125,1469.2392578125
2542.2908935546875,1504.932861328125
2783.2257080078125,1650.724609375
2540.16455078125,1465.5062866210938
2437.2918701171875,1466.2195434570312
2126.272216796875,1462.8142700195312
2465.6063232421875,1463.5811767578125
2240.2984619140625,1489.0718994140625
3140.5421142578125,1570.0061645507812
2359.281494140625,1704.7464599609375
2335.540283203125,1498.767333984375
2431.7418212890625,1691.719482421875
2341.90673828125,2031.544677734375
1452.5198974609375,1460.8411254882812
3842.692626953125,1539.03271484375
2715.6175537109375,1631.1812744140625
2417.920166015625,1706.9384155273438
2558.2398681640625,2135.0191650390625
3188.861083984375,1530.7484130859375
2198.321044921875,1681.6547241210938
2862.4403076171875,1650.6292114257812
1482.83203125,1658.7303466796875
2509.5728759765625,2077.643310546875
2762.2652587890625,1504.2937622070312
1571.192626953125,1668.16845703125
2170.7186279296875,1482.5145263671875
2583.8001708984375,1462.3176879882812
3169.42333984375,1554.9276733398438
1524.2822875976562,1411.2760620117188
1573.9777221679688,1457.7710571289062
2851.4034423828125,1460.3856201171875
2170.050537109375,1439.4066162109375
1917.9266357421875,1474.5331420898438
2731.292236328125,1711.46630859375
2576.4112548828125,2082.8886108398438
2687.7579345703125,1628.1193237304688
2717.504150390625,1483.4785766601562
1656.8493041992188,1662.918701171875
1534.9598388671875,1636.682373046875
2384.6241455078125,1707.4928588867188
2566.182861328125,2111.6287841796875
2439.8682861328125,2086.5028076171875
2768.37353515625,1567.6456298828125
2525.672607421875,1972.4277954101562
2613.3701171875,1487.426025390625
2571.4168701171875,1720.7703247070312
2683.9268798828125,1669.151123046875
2929.8447265625,1598.2196044921875
2463.078857421875,2137.1109619140625
2713.2669677734375,1469.5289916992188
1519.1467895507812,1664.5610961914062
2414.55615234375,1489.9060668945312
2452.2811279296875,1687.7374877929688
2372.07275390625,1487.2884521484375
