x_center,y_center
789.3590698242188,2192.934814453125
3177.8782958984375,1679.1180419921875
3313.8260498046875,2402.5272216796875
4172.59912109375,2408.3062744140625
4393.941650390625,2527.51904296875
1794.9675903320312,1401.9081420898438
1525.76025390625,1202.1297607421875
1139.0552978515625,2090.939697265625
1604.846435546875,1624.6906127929688
4751.70458984375,1836.3306274414062
4772.013671875,2048.9476928710938
4660.939208984375,2275.2327880859375
2639.9703369140625,1660.6321411132812
1781.2569580078125,2142.239990234375
1990.43701171875,1368.2495727539062
2830.300537109375,2291.6575927734375
5016.06591796875,1947.2688598632812
1225.77001953125,1375.353515625
2244.69482421875,1585.756591796875
2176.695556640625,1383.0549926757812
973.7008972167969,2238.6881103515625
2934.410400390625,2147.111572265625
3046.9642333984375,2304.879150390625
3302.81689453125,1926.9423828125
5302.70849609375,2112.035400390625
1472.2672729492188,1404.9839477539062
3266.697509765625,1769.6912231445312
3283.081298828125,2211.69140625
2068.01904296875,1331.2682495117188
2333.27197265625,2268.7613525390625
2410.62646484375,1605.0963134765625
4484.118408203125,1863.235595703125
3255.5902099609375,2092.7625732421875
2802.876220703125,2038.2855834960938
2144.053466796875,1650.4907836914062
1425.6870727539062,2254.214111328125
4998.283447265625,2199.2030029296875
2751.841064453125,1397.1522827148438
1307.5946044921875,1717.6805419921875
4607.57421875,2426.5377197265625
1446.236083984375,1872.3701782226562
4859.66845703125,1864.4847412109375
4587.044677734375,1822.689697265625
1395.3766479492188,1737.8379516601562
5043.96337890625,2361.125732421875
1467.2573852539062,2058.0242309570312
2462.4962158203125,1833.9010009765625
4745.483642578125,1972.8121337890625
2547.0054931640625,1820.5294189453125
1217.5075073242188,1980.745849609375
1902.6096801757812,1392.3958129882812
2537.5777587890625,1993.3576049804688
4976.7021484375,1791.8330688476562
2830.0084228515625,1635.1709594726562
2134.9803466796875,2321.61328125
1589.4276123046875,1426.5057373046875
4736.450439453125,2452.3970947265625
2926.8070068359375,1979.7061767578125
2549.6759033203125,2282.566650390625
1800.5983276367188,1970.2133178710938
2019.8677978515625,1631.7317504882812
2721.8612060546875,2316.677490234375
2971.739013671875,1662.9747314453125
4640.4560546875,2015.43896484375
4534.366455078125,2329.154541015625
1892.3012084960938,1641.7368774414062
1368.6863403320312,1614.373046875
2371.800537109375,2064.7401123046875
4482.69140625,2219.6409912109375
957.3021850585938,2103.9435424804688
2761.7191162109375,2173.8023681640625
1536.6974487304688,1940.3770141601562
4521.089111328125,1995.6102294921875
1520.2273559570312,1717.95556640625
3137.9803466796875,1976.2634887695312
2489.7427978515625,2161.4366455078125
5128.7763671875,2120.2125854492188
1314.3934326171875,1362.4679565429688
946.9260864257812,1775.8062744140625
1376.213134765625,1965.4138793945312
4537.59375,2483.9326171875
2961.8411865234375,2849.486572265625
2552.977294921875,1415.8643798828125
2070.7108154296875,2111.7984619140625
2460.0931396484375,2000.4631958007812
2480.3388671875,1712.7907104492188
1247.3097534179688,2130.718017578125
1144.9431762695312,2308.446044921875
2386.2664794921875,1934.6228637695312
2396.5289306640625,2355.698486328125
1070.6557312011719,1904.7003173828125
1199.267578125,2208.069580078125
959.2336730957031,1838.78271484375
1404.690673828125,1386.5075073242188
4966.81591796875,2122.8948974609375
1712.86181640625,2060.2943725585938
1926.4425048828125,1909.8790283203125
4699.8828125,2534.9007568359375
1307.8862915039062,1849.6307373046875
4499.4765625,2510.017822265625
1346.2256469726562,2126.4522705078125
2066.06201171875,2220.4188232421875
1870.83984375,1771.2628784179688
2522.853271484375,1618.0084228515625
2027.3533935546875,2356.1866455078125
4504.306396484375,2094.8230590820312
2682.5081787109375,2072.6607666015625
4389.15478515625,2389.13916015625
1791.5654907226562,1756.4799194335938
1628.6541748046875,1906.3344116210938
2353.067138671875,1437.484619140625
4292.809814453125,2393.9208984375
1578.78271484375,2037.0859375
1723.6993408203125,1859.4072265625
1658.8193969726562,1686.4727783203125
2032.664306640625,1969.6995849609375
2076.3662719726562,1760.0567626953125
1203.1380004882812,2321.7119140625
4610.264404296875,1933.2276611328125
2152.4268798828125,2135.5118408203125
2234.150634765625,2136.2608642578125
1908.0177612304688,2167.89892578125
4248.59716796875,2433.8563232421875
1781.87890625,1347.2492065429688
2298.5467529296875,1819.2351684570312
2656.7369384765625,1907.1973876953125
5131.462158203125,1957.6300659179688
1406.8941650390625,2368.5540771484375
1227.3373413085938,1817.5386962890625
2410.802001953125,1401.3362426757812
2673.25,1413.8988647460938
3179.880126953125,1912.0278930664062
1105.9952392578125,1697.9931640625
2688.843505859375,2215.5147705078125
1941.1107788085938,1782.66650390625
2156.163330078125,1770.177734375
2007.771240234375,1747.2752075195312
2623.542236328125,2338.779052734375
1997.0536499023438,2257.79150390625
1613.8231811523438,2143.103759765625
4882.583740234375,2020.4404907226562
5081.392333984375,2032.2116088867188
2305.802978515625,1706.1519775390625
3014.2825927734375,2035.316162109375
2491.948486328125,1398.8020629882812
2502.64404296875,2369.7161865234375
3079.5628662109375,1733.1290283203125
1934.3762817382812,2316.778076171875
1571.333740234375,1810.5227661132812
2812.9127197265625,1935.29248046875
2243.5728759765625,2327.029052734375
2307.6412353515625,1982.2088012695312
2808.960205078125,1846.1422729492188
1537.3148193359375,2339.06787109375
1738.4906005859375,2363.8184814453125
3116.7554931640625,1799.5737915039062
1965.7186279296875,2114.9876708984375
2627.2794189453125,1384.7576904296875
1841.2628784179688,2373.669189453125
2948.55322265625,1819.5536499023438
1328.2027587890625,2335.6270751953125
3058.0306396484375,1885.6201782226562
1836.0369873046875,2239.3077392578125
2226.510986328125,1725.5023803710938
3206.49951171875,1834.7328491210938
1768.088623046875,2286.377685546875
2147.298095703125,1887.947021484375
1659.1927490234375,2199.9608154296875
2002.9645385742188,2108.0562744140625
2888.4918212890625,1828.3641357421875
1674.7621459960938,1771.3400268554688
2153.5235595703125,2009.917236328125
1798.8358764648438,1826.71044921875
1595.9407958984375,2297.5362548828125
2766.107177734375,1723.3212890625
2590.906005859375,2074.2026977539062
2377.0303955078125,1772.0419311523438
1078.9663696289062,1798.1160278320312
2650.22705078125,1768.60302734375
4430.88330078125,2436.53076171875
2724.45068359375,2239.2738037109375
1871.3984375,1387.6227416992188
3168.107421875,2765.759521484375
2800.736328125,1754.0137939453125
1662.16064453125,2319.09814453125
1150.8870849609375,1739.9212036132812
1281.5842895507812,2325.9757080078125
2075.3193969726562,1857.1305541992188
1161.4635620117188,1877.7603149414062
3027.527099609375,1928.7568359375
1485.7462158203125,2320.22802734375
1094.9788818359375,1769.0697631835938
2711.7884521484375,1669.0839233398438
3040.4058837890625,1752.4491577148438
1437.6668090820312,2337.8941650390625
2661.111572265625,2325.5584716796875
2493.1697998046875,1357.9745483398438
1800.1411743164062,2257.9927978515625
2229.4783935546875,2005.220947265625
2244.2958984375,2045.8358154296875
2178.8623046875,2357.2257080078125
2807.2088623046875,1798.1594848632812
2022.2696533203125,2114.7466430664062
1186.0903930664062,2261.864501953125
4222.1630859375,2409.14306640625
2772.89404296875,1919.8362426757812
2350.5308837890625,2217.8978271484375
1359.681396484375,2188.31884765625
3069.740966796875,1835.5650634765625
2452.393798828125,2387.6534423828125
3023.814697265625,1986.9154052734375
1330.5030517578125,1673.4005126953125
2521.9825439453125,1397.96337890625
5087.101806640625,1958.2032470703125
4821.339599609375,2025.9807739257812
4576.9521484375,2010.1990966796875
2071.3179931640625,2141.677490234375
