x,y
1471.9656372070312,781.2147216796875
1126.6851806640625,956.9407348632812
1858.4137573242188,674.4880676269531
1443.3817749023438,300.88255310058594
867.3132934570312,1015.9839477539062
1309.7919311523438,1026.4742126464844
1450.9767456054688,493.6731872558594
1123.8591918945312,1108.1958618164062
1835.5249633789062,566.5308685302734
1620.6653442382812,295.29693603515625
1021.9342956542969,984.84912109375
2158.19189453125,472.1911163330078
1726.0248413085938,1515.4674682617188
1938.3546752929688,379.76612854003906
3691.8629150390625,669.5486755371094
1615.6632690429688,526.9305267333984
1482.8792114257812,1066.8314514160156
1311.2078247070312,856.8074951171875
2015.8423461914062,566.4065246582031
1321.8594970703125,362.8729248046875
1843.2437744140625,218.1620864868164
1309.7981567382812,489.7627258300781
1916.4725952148438,806.4671630859375
956.1221923828125,1028.1979064941406
1249.737060546875,1066.5090942382812
3571.1553955078125,478.8975067138672
1588.0474853515625,448.47645568847656
3700.0074462890625,485.75970458984375
1736.4954833984375,314.7535858154297
1256.821044921875,749.0503845214844
1507.0699462890625,1006.6337280273438
3569.19873046875,282.9921340942383
1542.5479736328125,958.801025390625
1448.5816650390625,410.9321594238281
1697.59423828125,506.1593933105469
3722.99560546875,357.25794982910156
1298.2310791015625,598.059326171875
1756.40625,475.18817138671875
1181.8176879882812,1003.9799194335938
1389.4207763671875,959.4348449707031
3660.47900390625,190.48807525634766
3527.62158203125,336.3238525390625
1986.7051391601562,433.9968566894531
3804.24609375,158.76438903808594
3794.2913818359375,510.9757080078125
3788.6298828125,322.693359375
3810.6533203125,429.0320281982422
23.205299377441406,442.2022705078125
