x_center,y_center
2007.1380004882812,1322.2355346679688
729.579345703125,982.4903564453125
1929.8533935546875,1232.7700805664062
166.19292449951172,1221.2362670898438
544.6309051513672,768.8364868164062
2388.159912109375,1333.6453247070312
462.2756805419922,1121.2314453125
2354.894775390625,1242.2325439453125
595.67236328125,1038.3450012207031
3009.26708984375,975.9607238769531
2117.675048828125,630.706298828125
2095.26416015625,1050.15625
2177.587890625,704.7511596679688
459.5864715576172,1048.8766479492188
301.1553421020508,1018.4848937988281
2072.0514526367188,1213.8615112304688
2577.6214599609375,716.3629760742188
208.95911407470703,844.5268859863281
109.85778427124023,891.1601257324219
2530.253173828125,1666.3578491210938
2160.70361328125,1204.94921875
2861.04296875,1090.3457641601562
2900.8775634765625,904.4955749511719
2245.1561279296875,629.3654479980469
3024.201171875,1122.9923095703125
480.17091369628906,1238.9513549804688
1989.913818359375,705.0891418457031
342.2486572265625,833.1480102539062
2621.324462890625,843.4024658203125
2541.601318359375,1352.3687133789062
2945.9595947265625,1009.7816772460938
425.47938537597656,849.9787902832031
2425.6033935546875,1138.8959350585938
2486.506591796875,1310.72314453125
2398.5030517578125,942.6536560058594
2847.3294677734375,1236.9451904296875
1735.661865234375,959.7317199707031
195.27477264404297,995.8818054199219
2456.5084228515625,1225.2733154296875
2060.8574829101562,825.2413940429688
2539.64794921875,1257.37109375
1814.7604370117188,974.6064147949219
2165.021728515625,870.9459228515625
195.44691467285156,1358.1631469726562
1902.0567626953125,978.1054077148438
2226.9425048828125,1135.3743286132812
2831.7506103515625,1375.934814453125
2933.970703125,1128.310302734375
2549.0751953125,812.8172302246094
2746.612060546875,811.7028503417969
3019.364501953125,1201.0699462890625
299.9772262573242,958.6109619140625
1777.9669189453125,1107.4498901367188
2305.156982421875,972.6953125
2768.2535400390625,1203.565673828125
2893.57861328125,1344.6594848632812
2206.49951171875,815.0123901367188
1767.8521728515625,806.3123168945312
423.3578796386719,970.7728881835938
2556.0950927734375,1156.1454467773438
40.84680414199829,1283.6192016601562
1872.2971801757812,726.6678466796875
2688.04833984375,727.0534057617188
2309.97900390625,829.5950927734375
2269.58740234375,1075.0604553222656
2467.0550537109375,1001.0296325683594
2826.5252685546875,853.6799011230469
2548.15771484375,913.3555908203125
2326.0535888671875,1108.3148193359375
2357.1998291015625,679.4010314941406
1732.7186279296875,848.450927734375
2694.9244384765625,843.8518981933594
2665.05517578125,1129.8865966796875
2203.3372802734375,1040.1478576660156
1971.929443359375,1056.9120483398438
2603.634033203125,1400.4932861328125
2407.8077392578125,1028.902099609375
1672.230224609375,1986.764404296875
87.5895299911499,1000.8229064941406
2486.682861328125,792.898681640625
2076.6511840820312,1133.2520751953125
2762.010009765625,1040.0338439941406
2091.1720581054688,918.4901428222656
2715.3543701171875,1219.3759155273438
2009.3594970703125,924.2216491699219
72.52115726470947,1079.2871704101562
368.1664276123047,997.6919860839844
2116.5098876953125,790.9069519042969
133.61244201660156,1450.9329223632812
2844.95849609375,894.5731201171875
1966.3079223632812,835.7344360351562
2432.4183349609375,754.5223693847656
26.205470085144043,1190.6682739257812
2352.3724365234375,898.4099731445312
1939.0125122070312,932.98046875
84.46067810058594,1359.8734741210938
2155.1634521484375,1081.4639587402344
1863.9757080078125,862.392333984375
2632.3463134765625,727.6492309570312
162.55151748657227,1400.2672119140625
639.6593933105469,897.187744140625
2251.0843505859375,789.3165588378906
554.9522399902344,895.1489562988281
580.4853820800781,943.9465637207031
38.192806243896484,1418.1571044921875
191.90731048583984,931.7079772949219
2666.110595703125,1305.0691528320312
2770.19873046875,1376.3751831054688
2363.6221923828125,760.5203857421875
2603.715576171875,1284.3877563476562
2742.7406005859375,1356.319580078125
2686.71435546875,1340.7939453125
2191.18701171875,1153.0621948242188
2366.405029296875,913.1640625
2896.0965576171875,1112.1505126953125
2427.37548828125,974.4483642578125
71.30382061004639,1401.4390258789062
58.72807216644287,1338.271484375
2752.429443359375,837.7556762695312
2232.5721435546875,1055.6130676269531
2087.7454223632812,1139.9126281738281
