x,y
1356,2601
2397,2560
2212,2560
1837,2537
1734,2522
1057,2250
1356,2232
1435,2223
1189,2223
1928,2217
1617,2211
1796,2191
2695,2191
1556,2182
1966,2179
1872,2182
2177,2173
1682,2167
1491,2167
2329,2159
2780,2156
2467,2156
2546,2147
2168,2124
2007,2126
1784,2118
2367,2121
2637,2112
3038,2085
2159,2080
2262,2074
2408,2068
2482,2039
2297,2030
2561,2024
2385,1968
1594,1954
1456,1951
1520,1945
1356,1948
1145,1927
2153,1924
1219,1918
1620,1892
2484,1880
1702,1883
1374,1875
2288,1863
1954,1851
1306,1845
2057,1842
2104,1848
1895,1819
1652,1819
2701,1807
1547,1807
1456,1804
1746,1804
2408,1801
2024,1798
2162,1795
2857,1787
2619,1790
2473,1790
2215,1784
1825,1787
2778,1784
2520,1778
2276,1778
1136,1769
1608,1766
2344,1754
1980,1754
2555,1749
2077,1743
3158,1737
2977,1740
1910,1740
2652,1728
1676,1719
2458,1705
2162,1699
1945,1696
1415,1699
3115,1699
2693,1699
3214,1693
2848,1696
2036,1693
3293,1684
2936,1678
2798,1678
2288,1678
2391,1672
2575,1666
3094,1661
1180,1658
2889,1655
2443,1652
3032,1646
2356,1643
2517,1643
2640,1637
1980,1637
2734,1631
1895,1625
1456,1628
3270,1611
2974,1608
1734,1599
1790,1599
2789,1590
3141,1584
3059,1576
1462,1573
1579,1564
2848,1558
1840,1555
1532,1543
1884,1514
1157,1517
1696,1517
1602,1511
1497,1502
1409,1476
1960,1476
1802,1473
1295,1453
1708,1447
1608,1438
2206,1426
1928,1426
2042,1412
1491,1412
1435,1409
1611,1400
2177,1388
1837,1379
1790,1374
2555,1371
2030,1371
1705,1368
1664,1362
1869,1347
1620,1335
2077,1333
1737,1333
2218,1324
2405,1315
2323,1315
2010,1315
1922,1318
2156,1309
2282,1300
1591,1300
1529,1303
2106,1294
1775,1289
2259,1277
1980,1277
1389,1274
2394,1262
1904,1262
1541,1253
1866,1250
2089,1242
1778,1239
2186,1236
1658,1233
1605,1224
2704,1218
2338,1215
2227,1212
1808,1209
1342,1212
2051,1207
1998,1207
1591,1201
1515,1209
1277,1209
2303,1195
1907,1192
1699,1198
2268,1195
2625,1192
2467,1192
2106,1186
2526,1183
1769,1177
1409,1177
2338,1174
1975,1177
1453,1166
2587,1163
1585,1157
2150,1157
1898,1157
2402,1151
2687,1148
1365,1151
1708,1139
1834,1130
2350,1113
2256,1113
2106,1113
1966,1110
1608,1107
2194,1101
2021,1101
1526,1101
1427,1092
1887,1089
2124,1081
1699,1086
2060,1081
1784,1078
2335,1069
1822,1004
1975,984
