x,y
1944,1640
1698,1600
1818,1597
1776,1581
1968,1578
2056,1552
1656,1541
2130,1536
1717,1538
1826,1498
1866,1488
1914,1482
1637,1480
1738,1480
2029,1469
2224,1461
2133,1456
2330,1445
2088,1434
1845,1421
2048,1418
1760,1418
1664,1418
1930,1418
2349,1373
1800,1368
1994,1357
1698,1352
1850,1336
2285,1328
1709,1312
1930,1309
2376,1293
2157,1277
2453,1261
2309,1253
2112,1248
1834,1253
1984,1245
1869,1237
2042,1202
2277,1192
2162,1192
2389,1189
1882,1184
1768,1178
2330,1173
2066,1165
2136,1162
1808,1152
2384,1122
2189,1112
2112,1112
2013,1106
2256,1090
1773,1090
2354,1088
2072,1082
2144,1077
1869,1069
1922,1050
1960,1037
1992,1034
2504,1024
2120,1016
2301,1013
2461,1010
2189,1010
2016,1010
1837,1008
2333,1002
2373,1000
2418,994
2533,992
2250,992
2034,973
2570,973
2053,965
1984,949
2285,938
1946,938
2130,933
2085,936
1861,928
2165,922
1912,925
2016,880
1845,880
2277,877
2197,880
2330,872
2050,869
1949,869
2240,869
1984,869
2109,858
2368,840
2322,762
2114,717
2418,677
