x,y
1638,726
60,643
93,642
538,635
585,630
93,630
685,630
398,627
466,627
566,623
725,623
963,623
947,623
742,622
551,625
342,623
696,622
290,621
665,621
608,618
316,618
1010,617
992,617
931,618
916,617
650,617
332,618
376,616
1022,615
840,615
622,615
573,615
870,612
825,613
731,612
892,612
802,612
440,612
405,612
390,612
362,615
1041,611
981,610
787,608
716,608
958,607
907,605
772,606
628,606
585,605
528,606
847,605
762,606
553,605
886,602
703,605
681,603
416,603
948,602
860,603
748,602
656,601
970,601
812,601
606,600
545,600
513,601
377,598
480,598
876,596
466,597
925,596
497,598
426,596
940,595
778,592
593,591
580,592
802,593
725,593
737,592
838,590
826,591
640,590
691,586
566,587
676,586
701,583
663,583
620,585
862,582
552,583
882,582
795,583
757,583
591,578
610,578
642,577
785,577
767,576
747,577
901,576
855,575
653,572
546,573
777,568
631,570
816,568
718,570
700,568
932,566
848,567
838,566
765,565
735,567
877,563
576,565
890,563
801,563
662,563
915,562
827,565
751,562
598,562
945,561
527,561
997,560
701,558
515,558
861,557
613,558
903,558
841,556
673,557
787,556
1012,555
895,553
955,555
817,553
760,553
1105,551
705,550
1057,550
881,550
798,550
651,550
1045,548
976,550
932,547
778,548
965,547
915,543
722,545
678,545
627,546
575,543
560,546
847,546
736,545
1031,542
793,540
1016,540
803,540
768,541
625,538
601,541
931,538
868,540
835,541
817,541
640,542
1003,538
898,537
748,537
543,538
695,537
662,536
1051,532
716,532
951,533
918,531
590,530
852,530
675,531
967,530
646,530
627,531
837,527
777,527
580,526
872,523
763,527
940,525
818,526
802,525
682,526
910,523
888,523
747,523
658,521
611,523
567,522
720,521
793,518
861,520
755,518
732,518
523,516
508,518
691,517
630,517
850,517
667,516
645,516
927,515
810,513
706,515
833,512
598,513
871,512
787,511
992,511
821,510
497,511
582,510
906,507
713,506
567,507
488,506
767,505
877,503
662,503
625,503
936,501
920,502
723,501
700,501
536,502
518,502
460,501
688,501
636,501
853,500
656,498
616,500
555,498
953,498
811,500
790,498
761,497
906,495
892,500
680,496
545,496
1010,495
610,492
592,493
801,493
510,493
831,493
732,492
653,490
476,491
937,490
871,490
745,491
643,490
855,488
815,487
767,486
696,488
553,488
757,486
662,487
957,486
915,485
531,485
793,483
777,485
635,483
585,485
1058,483
713,485
680,482
605,483
503,483
826,482
703,480
658,481
885,481
565,481
905,480
938,477
921,478
896,476
736,476
623,478
696,473
668,476
978,473
872,475
851,475
838,473
831,471
781,473
952,471
761,471
662,470
617,471
601,472
927,468
816,471
721,467
708,468
646,470
567,468
688,466
907,466
803,470
785,465
701,463
586,468
890,463
638,463
941,462
858,465
830,460
753,460
675,460
611,461
580,460
918,460
841,461
876,456
816,456
805,457
693,457
900,457
732,457
716,456
663,456
618,455
683,453
952,452
768,455
671,450
841,448
637,451
855,448
826,450
750,447
655,448
923,447
785,451
707,448
883,445
906,443
866,442
832,440
771,441
760,440
803,440
637,437
790,436
