x,y
1843,1062
1768,1036
1686,1030
886,905
346,883
918,880
626,863
1145,826
1128,825
1260,821
1112,821
1181,820
1163,818
1197,817
1217,812
1098,811
1155,807
1078,807
1141,803
1025,806
1278,803
1126,801
1017,798
828,795
995,792
887,791
1143,790
1051,792
871,790
978,790
1072,787
712,785
966,785
1120,782
837,786
730,783
672,781
1015,780
1090,780
933,778
1106,776
951,777
881,776
1030,776
1003,776
818,773
805,778
703,771
761,772
686,771
746,771
862,767
912,767
788,768
995,762
846,765
896,762
598,762
1275,761
1041,762
706,761
812,758
530,757
956,755
826,753
977,750
766,752
990,750
725,748
927,746
847,746
740,745
1022,746
230,745
711,742
475,743
885,745
868,745
490,742
946,742
800,741
975,738
766,738
691,740
198,738
663,737
507,737
681,736
458,736
420,733
1012,733
906,735
536,733
522,735
1038,732
962,731
937,730
1298,730
833,731
891,728
783,728
1177,726
997,727
496,728
1098,726
847,726
818,726
650,727
446,728
1085,725
805,725
722,727
625,723
576,725
230,725
1196,723
1245,722
971,722
613,722
986,721
921,721
1048,722
636,720
545,720
1022,718
760,720
1112,718
958,716
597,717
481,717
930,716
1228,713
1155,713
1127,715
1071,713
436,712
707,712
1061,710
1018,710
878,711
748,711
783,710
557,711
950,708
896,707
693,710
931,705
1213,705
1141,706
1005,703
918,705
865,706
841,703
795,705
1043,702
1166,698
1198,698
973,698
771,698
680,697
1120,692
992,693
941,695
846,692
1183,692
895,691
803,692
1237,691
1086,691
1033,691
1100,691
955,690
908,688
816,686
708,685
1068,683
1022,683
968,683
930,685
1053,681
988,680
1125,678
733,680
1138,678
1006,678
1085,675
850,677
1155,675
955,673
922,671
871,673
1046,670
982,671
751,672
665,672
973,668
823,671
650,671
792,671
1230,668
885,670
1168,667
1101,667
917,666
862,665
1013,663
1121,662
1048,660
900,661
766,663
780,661
1082,657
987,657
998,656
838,655
742,655
1033,652
712,655
803,652
696,653
976,651
957,651
880,648
933,648
867,646
1100,647
1123,645
1061,643
1025,643
733,645
725,642
817,642
950,640
900,640
788,640
757,640
678,640
965,638
767,638
1012,638
912,640
1037,637
827,635
995,631
870,631
801,632
981,627
1118,626
945,626
882,626
1197,623
1043,625
838,623
853,622
751,622
720,621
1095,620
1055,620
1027,617
788,618
1011,615
772,616
738,615
706,615
825,612
813,616
1061,611
943,610
1076,612
973,610
926,606
912,603
861,603
642,605
992,602
871,602
1023,600
808,601
736,600
1101,600
1037,600
765,598
723,600
961,601
848,598
953,595
1081,596
803,593
703,593
1108,592
1018,591
781,591
755,592
631,591
1070,590
973,588
885,588
618,587
990,585
912,586
897,586
828,585
1056,583
1040,583
945,583
923,582
805,582
671,582
1131,580
1020,578
843,581
655,580
1113,578
1080,578
955,578
932,580
797,576
985,576
765,577
707,576
1157,575
1097,575
862,575
787,576
736,573
695,573
1011,571
891,572
852,572
873,572
637,571
1041,571
757,571
681,572
591,571
995,567
883,565
936,565
826,566
806,567
777,567
1083,565
870,563
977,565
611,562
690,561
671,560
1007,558
916,561
815,558
722,560
650,557
1130,558
1110,557
1058,558
967,558
952,558
927,558
1037,556
747,558
1072,557
911,553
891,556
763,556
1095,556
1025,552
836,551
805,552
703,553
663,552
961,550
903,548
872,551
1003,548
848,547
942,548
783,547
740,547
642,548
1132,545
1085,545
1102,545
1042,545
858,543
758,542
732,540
1120,540
1073,541
1011,540
893,541
795,541
1052,540
826,540
997,538
970,537
747,536
636,536
910,538
810,537
948,536
930,535
852,535
795,533
982,537
1066,532
780,531
886,530
727,532
647,530
703,531
1022,530
961,530
638,526
993,527
862,527
828,527
1106,525
1085,525
926,523
808,525
743,522
981,522
757,523
901,522
872,522
1060,520
1033,521
952,518
795,518
696,518
842,520
915,517
1011,515
808,513
976,515
1090,512
991,512
751,511
722,512
831,511
780,513
1040,510
1027,508
883,508
818,508
761,507
952,507
902,506
856,507
745,503
1000,503
798,503
772,502
922,502
726,502
1015,501
988,500
907,498
973,497
935,501
886,497
866,497
948,492
808,491
961,488
