x,y
2971,2857
4681,2540
4392,2536
4492,2515
4713,2497
4545,2493
4428,2447
4734,2443
4242,2440
4602,2429
4164,2408
3306,2408
4292,2397
4378,2386
2276,2379
2183,2376
1403,2379
2511,2369
1834,2369
5058,2361
1745,2365
2390,2361
2629,2354
2027,2351
1521,2354
1339,2361
1207,2344
4542,2337
1282,2340
2718,2329
1930,2329
1649,2326
2233,2315
2112,2329
1467,2322
2586,2312
1581,2319
1136,2315
3053,2304
2821,2297
1706,2290
2550,2290
1774,2283
4656,2276
2333,2280
1421,2262
1984,2262
976,2251
2059,2233
4488,2226
1834,2230
3284,2219
2700,2215
1193,2223
1681,2208
4994,2208
787,2208
1617,2198
2764,2183
1332,2173
2518,2166
1905,2166
2237,2155
1239,2151
1603,2144
2939,2144
2575,2133
2141,2137
5133,2133
1781,2130
4962,2123
1952,2123
5308,2116
2062,2116
4506,2101
954,2101
3252,2094
1140,2098
1995,2098
1371,2094
2593,2076
2689,2076
2369,2069
1460,2069
4852,2062
4773,2059
1713,2059
3021,2048
2800,2048
1574,2044
5080,2027
2244,2019
4634,2005
2148,2005
2458,1998
2536,1998
2201,1991
1221,1991
3135,1980
1802,1984
4734,1980
2312,1977
2030,1973
2924,1973
1375,1966
5133,1962
3028,1955
5016,1948
2796,1941
2386,1941
3192,1934
1539,1934
3306,1916
1920,1920
2718,1913
1631,1909
2654,1909
1072,1902
3056,1881
1713,1891
1157,1891
2144,1881
1449,1877
4481,1866
4859,1863
2073,1859
2814,1852
1314,1852
2639,1845
3202,1845
4752,1841
1075,1838
951,1841
2550,1834
2454,1831
1984,1827
4581,1824
2294,1824
1795,1824
2878,1820
1225,1824
2946,1813
3117,1806
1574,1806
4969,1802
1097,1791
1934,1784
2151,1777
1642,1781
944,1777
3263,1774
2800,1774
2372,1777
2240,1774
1859,1774
2711,1767
2639,1763
1702,1763
2073,1759
3010,1752
1132,1752
2005,1742
1791,1742
1400,1738
3070,1734
2771,1727
1514,1734
2475,1717
2212,1724
1303,1720
2301,1710
1649,1695
1097,1695
3177,1681
2732,1670
2639,1663
2971,1660
2148,1656
1902,1649
2828,1638
2019,1638
2522,1624
1371,1620
1599,1617
2415,1610
2240,1585
2354,1442
1567,1432
2550,1417
1799,1414
1460,1414
2750,1407
2668,1410
2404,1396
1898,1400
2490,1392
1400,1396
2611,1382
2176,1385
1221,1382
1991,1375
1303,1364
1781,1346
2062,1339
1528,1207
