x,y
2174,2774
2364,2748
1298,2674
1679,2633
1840,2601
2690,2384
2783,2349
1901,2334
2458,2320
2159,2317
2540,2317
2312,2314
1591,2299
3056,2296
1942,2299
1769,2296
1406,2296
1327,2296
1849,2296
2637,2285
1028,2288
1163,2276
2356,2273
2150,2261
1529,2264
1658,2258
1989,2247
1468,2247
2402,2220
1769,2217
2256,2214
2147,2211
2482,2203
2567,2191
2294,2173
2388,2118
2153,2053
2596,2044
1585,2033
1512,2021
1450,2018
1350,2006
2300,2003
1617,1974
2889,1971
2736,1974
1142,1971
1699,1974
1219,1965
2112,1968
1957,1959
2065,1957
3211,1951
2810,1957
2646,1951
2429,1942
2493,1939
2543,1939
1371,1936
3021,1927
2174,1918
2033,1916
1901,1918
2291,1907
3276,1904
2584,1913
2232,1907
3361,1898
1655,1898
1309,1901
3170,1898
2367,1895
2684,1892
1755,1889
1553,1880
2892,1877
1831,1877
1459,1872
2986,1872
2728,1869
2092,1860
3150,1857
2484,1854
1992,1860
2842,1854
1925,1842
1617,1842
3088,1836
2936,1831
3340,1822
2608,1819
2183,1816
2420,1807
1148,1807
2054,1807
1957,1795
1687,1798
2678,1795
2476,1798
2775,1795
2326,1792
2552,1787
3030,1790
3208,1784
2388,1778
3120,1766
2839,1757
1427,1760
2010,1754
2904,1731
1916,1716
1201,1702
1813,1690
1476,1690
1755,1684
1866,1640
1602,1637
1485,1628
1556,1611
1723,1593
1632,1579
1995,1573
1529,1564
1834,1558
1189,1552
2253,1541
1441,1532
1743,1526
2083,1514
1969,1517
2610,1508
1641,1508
2218,1502
2077,1470
1652,1470
1532,1470
1473,1467
1884,1467
1831,1453
1415,1447
1749,1441
2467,1438
2379,1435
2268,1435
1708,1435
2127,1432
1913,1429
2209,1420
2338,1417
2060,1412
1781,1409
1972,1403
1377,1403
1667,1400
2156,1394
2317,1388
2455,1385
2033,1374
1825,1368
2780,1365
1579,1362
1646,1362
1957,1350
2244,1347
2147,1344
1913,1335
2400,1333
2701,1330
2373,1315
2540,1318
2288,1318
1828,1315
1591,1312
1438,1315
2596,1315
2335,1309
1714,1306
2115,1300
2054,1300
2660,1294
2766,1289
2405,1291
1664,1291
1863,1286
2168,1286
1975,1268
1755,1271
2476,1268
1646,1265
2039,1262
1570,1265
2215,1262
1394,1259
1828,1253
1333,1245
1960,1239
2429,1224
2326,1224
1649,1221
1459,1227
1512,1218
2265,1204
2177,1207
1898,1207
1772,1204
2033,1198
1427,1198
2092,1192
2194,1180
2414,1180
2130,1171
1954,1168
1670,1168
1591,1154
1852,1154
1767,1151
1497,1139
1895,1078
2054,1063
