x,y
1702,1127
1760,1109
1586,1097
1670,1084
1816,1077
1742,1067
1783,1051
1661,1047
1610,1037
1869,1035
1584,1030
1807,1018
1769,1019
2515,1012
1954,1010
1911,1002
1739,1002
1656,988
2063,982
1844,975
1721,975
1610,981
1793,965
1936,958
1552,956
2161,947
1679,942
1827,938
2028,933
1881,929
1783,926
1725,924
1633,919
2094,910
1575,908
1859,900
1494,898
2292,880
1698,877
1572,875
1834,875
1987,873
1800,861
1654,859
1918,854
2105,850
1540,848
1742,845
1422,843
2040,838
1864,836
1609,840
2302,826
1968,822
1785,824
1871,804
2091,804
1734,803
1630,801
1545,803
1663,794
1983,792
1438,792
1593,787
1920,774
1811,767
2225,767
2077,766
1491,769
2135,767
1866,764
1690,755
2269,755
1749,750
1545,743
1621,739
1994,734
1952,727
1697,718
1619,711
1822,709
1748,708
2128,709
1561,709
2163,700
2079,702
2223,697
1950,686
1783,686
1601,681
1638,678
1878,672
1480,658
1654,653
2297,653
1728,651
1566,651
2075,649
1917,649
1987,634
2144,634
1517,621
1746,616
1621,609
1876,600
1975,595
1788,595
1741,582
1929,581
1846,575
1596,570
1989,558
1686,560
1897,551
1843,542
1728,533
1644,531
1987,524
1932,526
1755,524
1832,514
1917,489
1767,487
1682,487
1816,486
2001,463
2623,461
1723,463
1931,450
1827,450
1751,443
1920,422
1765,422
1983,419
1871,420
1526,413
1711,406
1829,403
1653,401
1767,389
1934,383
2022,380
1901,375
1834,355
1996,348
1962,341
1802,341
1859,334
1772,331
1700,329
1929,324
1883,311
1742,309
