x,y
420,806
518,773
618,760
588,753
396,737
658,735
441,730
378,725
83,722
470,717
497,715
407,715
440,710
546,710
362,710
346,710
520,707
422,711
583,705
413,700
383,703
551,696
377,695
402,693
500,692
103,690
452,688
541,687
608,686
631,683
656,683
142,681
705,677
543,677
562,676
177,675
582,672
256,673
601,672
631,667
205,670
270,673
730,665
517,663
317,661
643,661
291,663
696,662
246,665
228,658
663,656
620,655
376,656
346,655
446,653
423,653
392,651
743,651
316,648
301,647
332,647
638,645
442,643
782,645
675,645
577,642
480,643
356,643
691,637
495,636
415,637
551,633
863,632
456,636
383,631
755,631
725,630
520,631
403,630
777,630
826,626
540,627
478,627
433,626
372,622
883,618
557,620
445,617
858,620
496,618
333,613
537,612
525,608
413,610
580,607
398,607
875,607
615,603
817,602
512,602
475,607
553,601
460,601
438,600
923,592
728,593
642,593
587,590
503,590
662,591
521,583
545,583
710,583
691,582
745,582
615,580
496,580
785,576
628,577
585,577
598,575
658,573
571,576
800,572
545,573
962,572
726,571
680,571
645,568
528,570
267,567
752,567
782,565
825,565
810,561
721,560
861,556
841,557
763,558
640,557
608,553
656,552
703,550
828,546
718,545
687,545
857,542
797,545
772,543
730,540
782,537
896,538
876,537
743,535
833,532
805,531
913,531
970,527
762,526
785,525
798,522
991,521
863,521
823,520
847,518
1062,515
1047,516
953,516
931,521
1012,513
778,513
877,512
1031,508
821,506
1053,505
905,507
928,501
992,497
1080,495
1037,491
896,491
923,486
940,486
1115,486
973,483
1152,481
1025,478
1051,476
935,475
1077,475
1065,475
1038,468
1166,470
1100,467
1108,466
990,468
1122,466
1008,465
1188,463
1172,458
977,458
1081,457
1093,456
1156,453
1113,453
1048,455
1241,450
1133,450
1080,448
1176,443
1227,442
1253,441
1142,438
1156,435
1270,432
1206,430
1228,427
1175,426
1160,423
1318,425
1288,426
1196,416
1291,413
1243,413
1370,408
1303,408
1352,408
1260,407
1223,408
1325,406
1567,401
1273,397
1341,393
1401,392
1320,391
1385,390
1365,390
1302,390
1288,388
1608,383
1435,383
1411,382
1452,375
1372,377
1128,375
1347,375
1411,371
1521,371
1500,368
1381,370
1457,363
1672,362
1540,361
1483,360
1496,356
1398,357
1420,356
1510,353
1678,348
1550,348
1467,348
1437,350
1601,341
1521,341
1620,340
1582,341
1717,338
1396,340
1495,337
1557,337
1610,335
1527,333
1473,335
1443,333
1628,332
1643,328
1590,330
1538,330
1503,327
1772,326
1787,322
1567,322
1608,321
1622,320
1646,317
1792,313
1595,313
1661,315
1543,311
1806,310
1818,306
1690,306
1706,302
1665,302
1831,300
1716,293
1703,291
1720,281
1663,281
1758,277
1738,280
1700,280
1716,268
1762,266
1738,262
1697,263
1725,258
1756,256
1775,256
1468,255
1743,248
1786,248
1796,235
