x,y
2810,3099
2308,3017
2408,2718
2532,2707
2671,2700
2586,2696
2483,2696
2340,2689
2180,2661
2768,2650
2575,2629
2294,2614
2493,2589
32,2572
2429,2568
2361,2550
2158,2543
1706,2540
2711,2518
1841,2518
2272,2511
2565,2508
1948,2497
2903,2475
2629,2472
1752,2461
2390,2429
14,2426
2009,2418
2237,2415
1866,2415
2522,2394
2817,2386
1528,2383
2924,2379
2141,2383
1941,2358
2739,2347
2073,2344
1873,2329
160,2326
17,2319
1752,2312
2002,2297
2636,2290
2233,2283
334,2276
2173,2276
2835,2244
2308,2247
1653,2237
135,2230
2119,2223
1563,2219
1478,2212
2921,2208
1702,2187
2240,2166
1799,2166
2408,2148
217,2155
99,2151
1913,2141
1635,2123
2842,2112
2753,2105
1977,2105
2183,2101
1492,2066
2508,2055
1759,2052
2718,2044
2589,2044
2158,2037
2037,2034
1553,2030
1866,2023
2422,2012
114,2005
2654,1998
2351,1984
2098,1977
2262,1973
1920,1948
1667,1913
2536,1913
2600,1895
2475,1891
1795,1891
2041,1884
2237,1848
1966,1799
2105,1791
