x,y
1245,1026
1647,1001
1251,875
1313,872
1056,851
1205,847
1170,845
1515,840
1271,841
1612,838
1397,840
1237,830
706,831
1785,818
1552,817
438,816
1345,816
582,812
1105,812
1310,811
1445,810
1136,810
1070,807
745,806
1481,805
1665,803
1753,801
1548,790
1371,792
647,790
915,790
1202,787
1001,790
1838,781
1170,783
681,783
1643,785
1403,782
1276,783
1588,783
823,780
615,780
795,777
763,775
1732,772
1237,772
1031,771
887,767
852,767
1620,766
722,763
1067,760
976,762
1868,758
942,762
1107,756
1491,752
1412,747
1533,746
1308,743
1806,742
1446,736
1150,736
1678,735
