x,y
1373,923
1491,920
1406,918
1306,912
1276,907
1431,893
1351,893
1562,883
1275,882
1455,881
1370,880
1336,878
1392,876
1583,873
1545,872
1516,871
1490,870
1258,862
1318,861
1433,852
1223,852
1405,851
1700,848
1586,846
1270,842
1328,838
1530,840
1642,840
1440,835
1476,832
1661,828
1307,825
1618,826
1600,820
1581,818
1376,815
1508,811
1398,808
1228,810
1758,806
1482,806
1670,805
1557,807
1333,803
1711,800
1207,800
1300,801
1250,795
1527,795
1410,791
1738,791
1613,788
1465,787
1350,785
1675,782
1706,783
1270,782
1443,777
1421,770
1518,767
1593,766
1545,767
1622,763
1782,762
1290,763
1363,757
1711,755
1490,756
1763,753
1566,743
1652,742
1463,742
1675,740
1305,736
1712,733
1500,733
1335,731
1728,728
1520,721
757,720
1612,720
1586,722
1747,718
857,715
742,717
1638,718
810,713
726,712
843,710
1030,710
1390,710
780,706
981,703
928,703
692,703
1005,702
801,700
897,696
1047,695
1420,695
866,695
1473,688
1202,686
951,681
1298,672
1228,673
1082,677
750,676
1061,672
1382,668
822,668
1118,667
976,665
1488,663
728,666
870,663
708,667
1411,658
1321,658
1246,660
1011,658
923,660
1608,657
656,658
1097,660
1298,656
841,660
682,656
1138,655
795,651
1340,651
1528,647
1362,647
1673,645
1436,646
768,646
1502,641
900,643
1276,642
1201,637
1177,641
1250,637
1613,636
1456,638
1548,635
1740,627
1571,632
1152,631
820,630
1075,626
885,627
1047,632
982,623
1831,620
1377,620
1297,618
1115,621
945,620
1202,621
1027,618
1320,616
860,616
1550,617
1791,615
1218,615
1007,616
923,616
1471,613
1412,617
1698,613
1343,610
1768,608
1657,612
1621,606
968,606
1747,606
1675,603
1890,601
1183,601
1863,601
1596,600
1392,598
1257,598
1303,597
1237,596
1636,595
1526,596
1488,596
1438,593
1815,592
1905,590
1713,591
1671,582
1281,583
1836,581
1735,582
1547,583
1638,580
1796,575
1198,575
1502,571
1363,567
1562,566
1912,562
1763,560
1425,556
1406,555
1868,553
1378,548
1670,546
1807,543
1776,542
1448,542
1697,545
1832,540
822,533
893,527
913,523
843,522
1173,518
677,517
940,517
1043,513
698,512
720,512
1150,510
1536,510
788,510
1511,507
876,506
1021,502
765,497
1003,495
743,496
1337,496
987,496
1258,493
963,491
812,491
1161,490
1102,491
928,491
1060,483
838,482
1543,478
1482,482
1230,481
1398,481
1302,481
1501,475
1075,475
910,476
1278,475
1458,471
1672,471
1607,471
1588,470
1137,468
1441,466
1191,466
1376,465
891,461
1628,461
1351,458
1723,453
1700,453
1541,455
846,458
1411,453
1898,447
1490,447
1568,447
868,445
1772,443
1321,442
1258,442
1390,440
1635,438
1660,436
1507,436
1408,433
1530,431
1353,427
1425,428
1468,421
1902,420
1642,421
1337,415
1673,413
1706,400
1882,388
792,351
801,302
1352,191
