x,y
927,720
2237,718
1341,697
1089,685
404,671
1853,623
1422,607
1677,607
1809,567
1579,567
1262,549
1454,531
2131,531
1172,523
1857,516
1915,510
1121,500
2147,486
1705,484
1598,479
1084,477
2035,475
1330,449
1193,443
1686,413
1846,413
1378,408
1216,405
1297,398
1989,394
1466,394
1193,387
1822,378
1255,375
1635,366
2269,362
1396,366
1704,361
1924,359
1436,354
1343,352
1850,345
1484,345
1600,343
1540,339
1783,318
1441,315
1279,313
1908,308
1839,306
1501,308
1751,304
1388,302
1975,297
1702,301
1658,290
1603,288
1457,278
1413,280
1341,273
1557,269
1955,264
1396,251
1704,248
1621,246
1436,248
1691,221
