x,y
1008,1018
1415,998
1010,871
1071,867
812,847
1101,838
926,841
961,840
1155,837
1371,835
1027,836
1272,835
460,830
992,826
1308,817
1540,815
190,815
1101,813
335,813
858,810
1200,806
496,805
1063,805
891,805
822,802
1233,800
1420,797
1510,796
1746,788
1455,790
1127,790
1302,785
397,786
667,787
1856,783
753,786
1343,781
431,781
1397,783
955,780
923,780
366,780
1028,778
576,777
1893,775
1593,773
1155,776
546,776
515,775
1831,772
1373,767
990,766
781,767
1486,766
640,765
603,763
472,762
1895,757
1812,758
728,760
693,760
818,756
857,755
1622,753
1242,748
1738,746
1165,743
1058,743
1560,738
1282,738
901,733
1197,732
1430,728
1796,726
1873,715
