x,y
1267,700
242,698
289,690
1100,690
1228,690
219,685
1210,682
169,680
1152,679
140,677
335,676
304,675
1190,670
1213,665
192,662
365,660
328,659
1166,658
1243,656
295,654
1144,654
317,654
1260,653
185,652
1122,650
379,650
264,645
1068,646
1185,644
1207,645
1230,642
205,640
176,640
235,639
1095,635
437,635
160,633
1143,633
255,632
450,627
226,628
290,626
1125,626
1194,624
301,623
267,621
1083,619
398,617
256,616
1156,616
463,615
286,614
385,614
334,613
286,609
250,607
189,607
349,605
238,605
267,604
1115,599
230,599
215,600
283,599
312,596
409,595
305,592
266,591
372,591
396,589
342,590
177,587
359,587
289,585
193,584
443,582
305,580
257,580
245,576
335,575
320,572
470,571
1135,520
1127,517
1095,517
1075,507
1061,504
1023,503
504,500
1097,500
480,500
515,497
495,497
1048,495
570,494
557,495
538,489
1072,487
479,488
