x,y
772,992
808,983
867,981
757,970
881,960
843,961
748,948
902,948
955,943
797,943
916,940
826,937
748,928
793,915
961,913
860,915
845,915
925,911
902,908
748,911
878,910
730,897
803,893
833,892
948,890
1046,882
880,878
743,875
1001,872
953,871
715,872
855,866
790,867
913,866
833,862
887,860
1032,857
981,855
931,855
773,852
816,852
691,848
953,847
898,848
720,842
746,841
670,840
1005,837
845,832
858,830
921,828
807,830
771,825
951,822
973,820
1040,818
721,818
997,816
892,817
828,817
793,816
707,808
872,808
747,805
918,807
848,801
947,793
1002,792
973,792
1027,791
765,788
697,787
1298,783
862,783
798,783
820,781
1180,780
903,778
836,777
957,772
720,772
886,772
922,770
786,770
745,770
1005,765
866,765
948,758
1207,756
1143,753
836,752
1172,750
913,750
1220,748
972,748
991,745
773,745
1243,742
1055,741
823,741
1110,740
895,740
1172,732
773,731
1087,728
1058,727
975,726
950,725
885,725
867,718
1133,718
1166,716
935,716
917,713
845,711
1117,705
1101,705
1067,703
1038,705
978,698
906,698
830,698
800,697
1087,696
1010,695
1068,690
1030,693
877,691
942,690
898,690
1336,683
813,683
777,681
950,678
865,678
1116,676
1060,676
820,672
1002,675
1101,671
1082,671
1038,672
916,672
961,668
755,670
1023,665
893,663
831,662
976,661
1273,658
992,661
741,660
790,656
937,651
770,650
1013,648
865,648
807,648
1038,645
847,645
728,646
927,642
913,641
830,640
962,638
897,638
881,638
718,636
982,636
776,632
813,632
1007,631
761,627
683,625
913,622
717,622
947,621
797,621
701,621
878,617
745,620
993,615
978,616
1232,612
820,611
928,608
865,607
962,607
763,606
785,603
698,601
1142,600
948,598
907,597
853,598
687,595
927,593
888,593
763,590
700,590
743,590
820,588
677,588
843,587
728,585
881,583
1116,580
907,580
666,580
807,577
867,573
792,573
657,571
778,570
753,570
697,568
828,567
770,557
810,552
845,551
762,545
805,538
758,535
790,533
1032,531
786,527
761,518
725,515
745,510
766,506
731,506
713,506
862,490
698,487
687,473
666,473
652,468
876,465
528,293
