x,y
2200,1280
1913,1271
2221,1266
1670,1257
1982,1254
2246,1254
2395,1245
1931,1245
2186,1241
1605,1239
1994,1232
2212,1232
2161,1232
1686,1231
1913,1224
1851,1225
1888,1218
2015,1217
1624,1215
1645,1210
1565,1210
2263,1204
2093,1206
1957,1202
1763,1199
1716,1202
2154,1199
2116,1195
1656,1195
2064,1194
1892,1188
1848,1188
1575,1187
2198,1185
2137,1187
1992,1187
1799,1188
2228,1181
1943,1180
1684,1181
2019,1180
2045,1173
2177,1171
1735,1167
1778,1164
1631,1162
1910,1160
1874,1160
1827,1162
1674,1155
1999,1151
1707,1155
1572,1155
1936,1151
2202,1141
2135,1141
2052,1137
2107,1139
1734,1132
1552,1134
1961,1130
1772,1130
1991,1128
2033,1123
1885,1125
1667,1125
2050,1120
1855,1121
1575,1120
2165,1118
2098,1116
1915,1116
1619,1114
1820,1118
1645,1113
2186,1109
2133,1109
1762,1102
1698,1104
2013,1100
1737,1097
1800,1097
1538,1095
1874,1090
1580,1090
2087,1086
1517,1083
2064,1081
2040,1083
1982,1081
1674,1079
1635,1077
1776,1072
2124,1072
1934,1070
1600,1072
1742,1070
1843,1076
1510,1056
1728,1053
1957,1051
1631,1053
1897,1053
1469,1047
1836,1046
2024,1044
1813,1044
1561,1042
1721,1035
1528,1033
1698,1032
1675,1033
1637,1026
1901,1025
1454,1025
1760,1018
1799,1016
1776,1016
1522,1012
1610,1009
1436,1007
1903,1000
1658,998
1631,996
1589,1002
1957,998
1568,996
1992,995
1864,998
1512,993
1413,993
1742,993
1843,984
1945,979
1491,988
1918,973
1825,973
1795,973
1640,975
1596,968
1404,968
1531,968
1469,966
1697,963
1758,959
1723,963
1489,956
1445,956
1656,959
1878,954
1427,947
1367,947
1582,945
1566,945
1538,947
1904,945
1623,942
1848,937
1684,938
1961,935
1427,929
1380,928
1936,929
1814,924
1601,921
1572,917
1892,915
1786,915
1505,917
1860,912
1688,907
1459,910
1938,903
1735,910
1485,908
1427,903
1413,905
1549,905
1392,898
1763,900
1746,887
1920,891
1624,889
1894,884
1522,887
1860,875
1445,871
1830,870
1697,870
1665,870
1609,870
1543,866
1411,866
1814,864
1793,873
1848,859
1589,859
1767,861
1892,855
1939,852
1962,852
1741,852
1404,845
1575,841
1350,834
1531,831
1850,820
1718,822
1557,820
1871,817
1427,817
1512,808
1304,804
1376,799
1760,792
1355,796
1726,789
1552,789
1427,789
1318,785
1413,769
1424,743
1332,745
1307,737
1410,725
1443,711
1607,692
1466,681
1499,678
1411,676
1440,669
1387,667
1367,623
1403,616
1461,607
1406,593
1381,584
1448,581
1327,575
1373,570
1299,563
1410,553
1263,547
1371,537
1346,524
1422,523
1325,510
1297,512
1418,498
1242,498
1274,494
1211,491
1593,486
1381,486
1357,468
1302,470
1191,463
1330,461
1283,449
1237,442
1177,440
1158,427
1281,424
1142,413
1214,410
1290,398
1255,396
1195,385
1109,387
1138,385
1246,368
1177,369
1103,355
1066,354
1221,348
1174,345
1151,338
1061,325
1140,320
1119,309
1098,302
1058,301
1017,287
1043,271
1082,260
1072,232
1038,234
1019,227
985,213
969,193
950,179
933,160
911,146
920,116
892,107
869,91
846,79
827,49
