x,y
2376,2167
2490,2147
2443,2147
2540,2138
2420,2112
2391,2112
2356,2103
2575,2091
2698,2091
2508,2085
2315,2074
2452,2068
2654,2062
2493,2044
2555,2033
2338,2033
2619,2018
2221,2015
2382,2009
2452,2000
2517,1986
2672,1968
2482,1954
2534,1939
2666,1916
2007,1889
2508,1836
2543,1836
2561,1751
2599,1728
2716,1722
2482,1716
2766,1713
2411,1713
2634,1710
2520,1708
2373,1708
3202,1699
3109,1696
2558,1699
1843,1699
1778,1699
2663,1696
2690,1693
2168,1693
2338,1693
1919,1690
1813,1687
1884,1684
1708,1681
1643,1681
1544,1678
2221,1672
1676,1672
2443,1669
1758,1669
1579,1664
1471,1666
3141,1666
2599,1661
2095,1661
1500,1664
3592,1652
3560,1655
2824,1655
2183,1655
2780,1652
2265,1652
1734,1652
1626,1646
3179,1643
2874,1646
2687,1640
1242,1634
2587,1625
1532,1625
2725,1623
1468,1623
2904,1611
2443,1611
1582,1605
1435,1593
2476,1593
1327,1587
2414,1579
2792,1576
2657,1579
3135,1573
2950,1573
3882,1567
3765,1564
2754,1558
3853,1555
3170,1552
2722,1546
3627,1541
3730,1535
3305,1535
3835,1529
3783,1529
3680,1529
3563,1523
3191,1526
3261,1517
2819,1520
3361,1511
3317,1511
3815,1502
3097,1505
2997,1505
2789,1505
3932,1500
3598,1502
3211,1502
3126,1505
2543,1505
2924,1500
2877,1500
3296,1497
2725,1497
2329,1497
2238,1497
3062,1491
3405,1494
1895,1488
1620,1485
1705,1485
1670,1482
2657,1479
1998,1479
2602,1476
2502,1476
2400,1479
2364,1476
2098,1476
2695,1476
2288,1479
2863,1470
2528,1473
2259,1473
2174,1473
2631,1470
1939,1467
1412,1467
2476,1461
1465,1461
2124,1461
2575,1456
2449,1456
2212,1458
2060,1453
1585,1456
1550,1450
2306,1450
2552,1444
2819,1438
2335,1441
1992,1438
2142,1435
1816,1435
1772,1432
2168,1426
1491,1412
1558,1409
2493,1315
2616,1280
1837,1277
2089,1268
2564,1233
1333,1230
1213,1180
1107,1177
999,1136
1347,1051
