x,y
2376,2273
2317,2115
2004,2056
1544,2053
1890,2030
2798,1898
2892,1819
2092,1795
2669,1790
2593,1795
2326,1784
3147,1784
2467,1787
2130,1769
1972,1766
1810,1766
2739,1763
1658,1760
2045,1763
1576,1760
2505,1751
1306,1749
2317,1740
1424,1740
1869,1734
1755,1737
2168,1731
1702,1716
2543,1708
2411,1702
1966,1699
2616,1690
2309,1696
2690,1678
2449,1672
2534,1623
2320,1564
1805,1541
1740,1532
1682,1529
2446,1523
1594,1517
2590,1514
2991,1505
2845,1505
1834,1494
1910,1494
2918,1494
3282,1488
2766,1488
2235,1485
1406,1488
2282,1488
2142,1482
1471,1485
2540,1476
2678,1467
2631,1470
3109,1467
1611,1456
3422,1450
3340,1453
2089,1453
2338,1450
3241,1444
2212,1444
2707,1444
2446,1444
2391,1444
1869,1432
2801,1432
2511,1429
1954,1429
1553,1426
3073,1423
1772,1417
2989,1415
2930,1415
3226,1412
2027,1412
1687,1409
2839,1406
2262,1400
2625,1397
2171,1400
3170,1394
3030,1388
3402,1385
1834,1382
2106,1379
2734,1374
2347,1371
2883,1365
2561,1362
2458,1359
2792,1356
2224,1353
3279,1350
2610,1350
1406,1350
3117,1353
2678,1347
2139,1344
1895,1350
2942,1335
2528,1335
3200,1335
1658,1309
3000,1306
2197,1300
2106,1283
2165,1280
1453,1259
2010,1256
1957,1256
1702,1253
2057,1218
1819,1209
1711,1207
1778,1186
1925,1177
2174,1163
1843,1163
2027,1148
1752,1151
2405,1139
1441,1139
1564,1136
1673,1125
1945,1119
2253,1113
2736,1113
2147,1116
1852,1104
2376,1101
1752,1081
2247,1075
1863,1075
1699,1072
2071,1069
2599,1057
2021,1060
2420,1051
2523,1048
1945,1051
2291,1045
1910,1045
2098,1040
2484,1037
2364,1034
2230,1028
2147,1025
1978,1022
2596,1013
2467,1010
1875,1013
2317,1016
2892,996
2203,996
2019,990
1784,990
1852,984
1605,987
2309,972
2136,975
2400,972
2540,966
2819,966
2104,960
2719,958
2666,955
2438,955
2021,949
1796,943
2511,946
2479,949
2780,937
2279,937
2546,934
2224,934
1913,934
2877,931
1872,934
2051,925
2326,925
2605,916
1693,922
2209,908
1948,908
1843,902
2373,905
1784,899
2027,893
1632,899
2136,884
1567,890
2593,875
2561,878
2470,875
1723,870
2332,867
1852,867
2417,861
1963,858
2080,855
2256,852
2203,852
1652,843
2350,837
2291,837
2130,829
1875,832
2039,817
1963,814
1799,814
1711,805
2074,755
2212,747
