x,y
2432,2633
1345,2604
2408,2595
2206,2595
1852,2554
1740,2542
1057,2261
1359,2244
1441,2238
1192,2238
1931,2238
1623,2226
2707,2223
1796,2211
2186,2200
1972,2200
1881,2203
1558,2200
2338,2182
2795,2182
1687,2179
1494,2185
2479,2182
2558,2173
2171,2147
2013,2150
2376,2147
2649,2132
1793,2132
3059,2118
2273,2097
2420,2091
2153,2094
2493,2062
2309,2050
2575,2047
2400,1989
1600,1968
1462,1965
1523,1959
1359,1957
2162,1942
1151,1942
1221,1930
1626,1904
1708,1901
1380,1889
2473,1889
2300,1886
1963,1866
2065,1863
2118,1860
1312,1854
1661,1833
1904,1831
2722,1831
2033,1819
1755,1819
1459,1819
2417,1819
1556,1819
2874,1813
2634,1810
2174,1807
2798,1801
2487,1795
2288,1795
2540,1795
1834,1795
2227,1795
1142,1778
2361,1775
1620,1778
2564,1772
3182,1766
2997,1766
1989,1766
2089,1760
1919,1751
2666,1746
1684,1728
2171,1722
3241,1722
2707,1725
2479,1719
3141,1719
2868,1719
2775,1716
3320,1710
2045,1710
1951,1705
1421,1708
2959,1705
2819,1702
2303,1693
2593,1687
3115,1687
2408,1687
2912,1675
2458,1672
3056,1666
1186,1666
2534,1661
2373,1658
2751,1655
2657,1652
2016,1643
1904,1643
3296,1637
1468,1637
1980,1631
2994,1628
1802,1614
1746,1614
2810,1611
3167,1608
3085,1599
2868,1582
1471,1582
1588,1576
1849,1561
1538,1555
1702,1529
1166,1523
1614,1520
1509,1511
1301,1502
1972,1491
1810,1485
1415,1485
1720,1458
1614,1447
2224,1441
1939,1438
2060,1426
1503,1423
1444,1420
1623,1412
2189,1406
2569,1385
2048,1382
1802,1382
1846,1382
1717,1379
1676,1371
1884,1353
2092,1344
2235,1338
1749,1338
1635,1338
2341,1330
2426,1327
2021,1330
1936,1327
2174,1324
2300,1315
1544,1309
1608,1309
2118,1300
1787,1297
2276,1289
1397,1291
1995,1289
2414,1277
1922,1271
1550,1262
1878,1259
2109,1253
2203,1250
1790,1248
1673,1242
2722,1233
2350,1227
2244,1224
1822,1218
1614,1227
2326,1215
2071,1215
2013,1215
1350,1218
1532,1212
1289,1215
2646,1209
2288,1212
1711,1209
2487,1207
2543,1201
2124,1201
2356,1186
1992,1186
1784,1186
1476,1186
1430,1192
2605,1174
1602,1166
2168,1168
1913,1166
2710,1163
2429,1160
1377,1157
1723,1142
1852,1136
2273,1130
2373,1122
2124,1125
2042,1116
1620,1116
2215,1113
1980,1116
1541,1107
1904,1098
1441,1098
1714,1092
2074,1086
2356,1081
1799,1083
1837,1013
1989,993
