x,y
1575,811
1681,790
1613,766
1812,751
1577,747
1855,746
1645,741
1626,720
1386,720
1713,726
1448,717
1685,717
1876,711
1536,710
1421,698
1777,702
1505,697
1392,692
1735,697
1655,693
1477,698
1835,688
1626,692
1428,681
1560,678
1798,673
1883,672
1750,668
1597,665
1330,666
1370,660
1438,658
1835,651
1710,648
1635,643
1382,641
1673,642
1465,636
1510,635
1875,635
1573,632
1265,631
1752,627
1806,620
1302,620
1521,616
1217,615
1506,607
1543,603
1440,602
1603,596
1396,591
1187,590
1425,580
1252,577
1870,510
1831,491
1480,490
1908,487
1788,488
1671,487
1693,483
1588,482
1508,482
1752,481
1616,481
1366,478
1416,477
1045,477
1866,472
1715,472
1326,468
1641,470
1163,468
1110,470
1803,466
1293,465
1258,465
1215,463
1080,463
1567,460
1525,456
1026,453
1872,448
1126,450
1495,448
960,448
1888,445
1466,442
985,443
1896,441
886,441
1437,440
1407,440
1546,437
1175,438
1247,437
1006,437
937,438
1380,436
1052,432
1340,428
1313,426
1197,420
1360,418
1268,416
1130,416
867,413
827,413
1226,410
1098,406
1177,405
925,406
1846,403
1287,403
1072,402
1028,402
900,402
1595,393
955,391
810,393
1051,390
860,391
1005,388
772,388
1140,382
972,380
810,375
1676,367
1890,366
1568,366
1450,366
1775,361
1856,362
1827,360
1786,355
1708,353
1600,356
1747,348
1531,345
1497,341
1316,337
1721,337
1662,333
1341,333
1550,331
1436,331
1408,332
1761,331
1696,328
1872,328
1188,328
1892,326
1023,326
1456,326
1383,322
1111,321
1628,321
1565,320
1063,318
1801,318
948,318
1585,316
1422,316
1250,316
1476,316
982,315
1273,312
1901,311
1823,313
1356,311
1665,311
1223,310
1842,307
1767,307
1713,305
1156,307
1517,298
1490,297
1595,297
1191,297
1133,298
1093,295
1030,293
1005,290
903,290
1055,288
1671,287
1627,287
1390,285
1177,283
926,283
1437,283
952,281
862,281
806,280
741,277
980,273
832,272
766,272
686,265
896,261
793,258
1375,252
1400,251
956,248
660,247
876,246
733,247
925,242
781,240
693,228
722,227
768,222
520,215
1521,200
1761,190
1212,153
958,117
