x,y
1242,1002
391,998
801,970
1337,865
377,857
442,851
1392,847
1443,837
1483,837
182,835
292,828
326,823
522,822
390,821
737,816
637,816
1855,808
352,810
455,803
1271,800
902,796
675,797
422,793
252,795
218,795
183,791
1445,786
1410,785
593,785
562,785
26,776
870,775
1761,772
487,776
812,772
390,770
1108,766
1485,766
756,765
281,766
1183,761
701,762
316,762
948,757
1216,760
510,758
1616,756
133,757
1380,753
1800,755
346,751
1547,748
843,748
1702,748
83,747
1851,748
1733,745
1586,743
308,740
1250,743
730,742
50,742
212,741
177,740
1640,737
1886,735
1511,733
1168,733
521,730
596,731
1467,726
1826,726
1095,723
1428,722
415,721
1772,720
1673,721
637,720
255,718
1285,718
917,717
1327,716
550,713
782,711
1362,711
1148,702
1563,695
1402,695
1227,692
1493,561
1420,550
1460,543
