x,y
737,1056
531,1056
1892,1050
645,1041
1808,1020
1233,1016
655,1006
747,1003
1861,1002
476,1005
348,1001
416,997
712,998
506,998
1647,995
823,993
760,993
881,992
456,992
1711,991
745,990
926,988
697,988
531,990
1881,987
1831,987
1723,986
1660,988
681,988
663,988
632,988
446,987
1675,986
796,987
520,987
780,986
591,987
473,987
1688,985
897,985
545,985
496,986
1861,985
1238,985
845,985
811,982
728,988
577,986
1256,981
861,982
1275,980
647,980
621,981
606,981
562,981
1005,980
946,980
766,978
715,978
1891,977
1796,978
1655,975
1176,975
962,975
1723,973
1560,972
988,973
751,975
678,973
1911,972
1290,971
1016,971
911,971
826,972
1897,970
1773,970
1707,971
936,970
710,967
1575,968
1095,967
971,967
780,967
1026,966
925,966
866,966
1540,967
1602,966
1431,963
1250,963
1232,965
1145,963
1688,963
882,963
1798,962
1621,962
1551,961
1128,961
1035,961
845,961
1743,960
1263,960
1716,958
1660,960
1215,960
1157,958
1761,957
1672,957
1490,957
1117,957
1087,955
1008,956
947,956
1287,955
1642,955
1513,953
1385,956
1318,955
1572,950
1476,953
1303,952
1273,953
1170,952
1696,948
1583,953
1368,952
1356,952
1328,950
1232,948
1198,950
1186,950
1546,950
1526,950
1496,946
1397,950
1247,948
1557,946
1338,947
1108,947
1413,948
1625,947
1220,943
1138,945
1430,946
1443,942
1378,941
1530,941
1461,946
1282,938
1670,932
1706,933
1896,928
1817,930
1771,928
1910,926
1851,925
1865,921
1722,918
1612,920
1828,917
1801,916
1635,917
1573,916
1750,916
1876,913
1680,912
1618,908
1890,907
1761,910
1231,908
1906,905
1697,905
1216,907
1202,907
1508,903
1845,902
1782,902
1566,902
1818,901
1805,901
1793,901
1765,901
1635,905
1536,901
1720,903
1671,900
1552,901
1853,900
1648,900
1580,900
1597,898
1658,895
1828,897
1498,892
1867,891
1750,891
1697,892
1516,888
1878,888
1690,886
1528,888
1472,891
1857,887
1731,891
1662,885
1586,886
1912,882
1868,881
1680,890
1508,885
1707,882
1616,886
1830,882
1817,878
1727,880
1888,883
1763,887
1560,882
1548,880
1843,881
1743,877
1531,877
1688,875
1650,881
1853,873
1772,878
1667,875
1632,875
1868,872
1796,877
1591,875
1570,872
1702,871
1680,870
1723,871
1901,868
1817,868
1693,865
1881,858
